Product ID,Active (0/1),Name *,"Categories (x,y,z...)",Price tax excluded,Tax rules ID,Price tax included,On sale (0/1),Discount amount,Discount percent,Discount from (yyyy-mm-dd),Discount to (yyyy-mm-dd),Reference #,Supplier reference #,Supplier,Manufacturer,EAN13,UPC,MPN,Ecotax,Width,Height,Depth,Weight,Delivery time of in-stock products,Delivery time of out-of-stock products with allowed orders,Quantity,Minimal quantity,Low stock level,Receive a low stock alert by email,Visibility,Additional shipping cost,Unity,Unit price,Summary,Description,"Tags (x,y,z...)",Meta title,Meta keywords,Meta description,URL rewritten,Text when in stock,Text when backorder allowed,"Available for order (0 = No, 1 = Yes)",Product available date,Product creation date,"Show price (0 = No, 1 = Yes)","Image URLs (x,y,z...)","Image alt texts (x,y,z...)","Delete existing images (0 = No, 1 = Yes)",Feature(Name:Value:Position),"Available online only (0 = No, 1 = Yes)",Condition,"Customizable (0 = No, 1 = Yes)","Uploadable files (0 = No, 1 = Yes)","Text fields (0 = No, 1 = Yes)",Out of stock action,Virtual product,File URL,Number of allowed downloads,Expiration date,Number of days,ID / Name of shop,Advanced stock management,Depends On Stock,Warehouse,"Acessories  (x,y,z...)"
95,1,PINOT NOIR 2020,Wine Cellar,79,,79,0,,,,,,,,ALTA PAVINA,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/PINOT NOIR 2020.jpg,,0,Region:Ribera del Duero; Grape Type:100% Pinot Noir; Serving Temperature:14-16 C; Ageing Process:8-12 months in Oak Barrels; Culinary Recommendations:Duck - Turkey - Creamy Pasta - Mushroom Dishes - Grilled Fish - Mild Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
96,1,PAVINA  Pinot Noir & Tempranillo 2019,Wine Cellar,79,,79,0,,,,,,,,ALTA PAVINA,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/PAVINA  Pinot Noir & Tempranillo 2019.jpg,,0,Region:Ribera del Duero; Grape Type:Pinot Noir/Tempranillo; Serving Temperature:14-16 C; Ageing Process:9-12 months in French Oak Barrels; Culinary Recommendations:Red Meats - Spanish Cuisine - Paella - Spanish Stews - Charcuterie - Vegetarian Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
97,1,CITIUS  Pinot Noir 2017,Wine Cellar,140,,140,0,,,,,,,,ALTA PAVINA,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/CITIUS  Pinot Noir 2017.jpg,,0,Region:Ribera del Duero; Grape Type:100% Pinot Noir; Serving Temperature:14-16 C; Ageing Process:12 months in French Oak Barrels; Culinary Recommendations:Duck Confit - Grilled Vegetables - Mushroom or Tomato based sauces - Mature Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
98,1,ROSE  Pinot Noir 2021,Wine Cellar,69,,69,0,,,,,,,,ALTA PAVINA,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/ROSE  Pinot Noir 2021.jpg,,0,Region:Ribera del Duero; Grape Type:100% Pinot Noir; Serving Temperature:8-10 C; Ageing Process:nan; Culinary Recommendations:Seafood - Seared Scallops - Mediterranean Salads - Charcuterie - Cheese Platter - Asian Cuisine,0,new,0,0,0,0,0,,,,,0,0,0,0,
99,1,Luna Beberide Tinto Mencía 2021,Wine Cellar,49,,49,0,,,,,,,,Luna Berberide,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Luna Beberide Tinto Mencía 2021.jpg,,0,Region:Bierzo; Grape Type:100% Mencia; Serving Temperature:14-16 C; Ageing Process:Stainless Steel; Culinary Recommendations:Grilled Meats - Spanish Cuisine - Taps - Chorizo Aged Cheeses - Vegetarian Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
100,1,ART Luna Berberide 2020,Wine Cellar,139,,139,0,,,,,,,,Luna Berberide,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/ART Luna Berberide 2020.jpg,,0,Region:Bierzo; Grape Type:Mencia Blend ; Serving Temperature:14-16 C; Ageing Process:French Oak Barrels; Culinary Recommendations:Red Meats - Hearty Stews - Chikpea - Game - Rich Pasta Dishes,0,new,0,0,0,0,0,,,,,0,0,0,0,
101,1,Paixar 2020,Wine Cellar,159,,159,0,,,,,,,,Luna Berberide,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Paixar 2020.jpg,,0,Region:Bierzo; Grape Type:Mencia Blend ; Serving Temperature:14-16 C; Ageing Process:French /American Oak Barrels; Culinary Recommendations:Smoked Meats - Ribs - Mediterranean Dishes - Matured Cheeses - Creamy Pasta,0,new,0,0,0,0,0,,,,,0,0,0,0,
102,1,Opta 2017,Wine Cellar,85,,85,0,,,,,,,,Pago calzadilla,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Opta 2017.jpg,,0,Region:Pago calzadilla; Grape Type:Tempranillo Blend ; Serving Temperature:16-18 C; Ageing Process:12-18 months French Oak Barrels; Culinary Recommendations:Roast Meats - Rich Sauces - Hearty Dishes - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
103,1,Classic 2015,Wine Cellar,129,,129,0,,,,,,,,Pago calzadilla,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Classic 2015.jpg,,0,Region:Pago calzadilla; Grape Type:Tempranillo/Syrah/Cabernet Sauvignon; Serving Temperature:16-18 C; Ageing Process:Oak Barrel; Culinary Recommendations:Grilled Meats - Game - Creamy Pasta - Charcuterie,0,new,0,0,0,0,0,,,,,0,0,0,0,
104,1,Allegro 2016,Wine Cellar,159,,159,0,,,,,,,,Pago calzadilla,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Allegro 2016.jpg,,0,Region:Pago calzadilla; Grape Type:Tempranillo/Merlot/Cabernet Sauvignon Blanc; Serving Temperature:16-18 C; Ageing Process:12-14 months in French Oak Barrels; Culinary Recommendations:Roast Dishes - Grilled Vegetables - Paella - Risotto - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
105,1,Gran Calzadilla 2013,Wine Cellar,229,,229,0,,,,,,,,Pago calzadilla,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Gran Calzadilla 2013.jpg,,0,Region:Pago calzadilla; Grape Type:Premium Tempranillo Blend; Serving Temperature:16-18 C; Ageing Process:18 months or more in Oak Barrels; Culinary Recommendations:Grilled Meats - Ribeye - Creamy Mushroom Dishes - Dark Chocolates Desserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
106,1,Crianza,Wine Cellar,44,,44,0,,,,,,,,Pago calzadilla,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Crianza.jpg,,0,Region:Ribera del Duero; Grape Type:Tempranillo; Serving Temperature:16-18 C; Ageing Process:12 months in American French Oak Barrels; Culinary Recommendations:Grilled Meats - Spnish Cuisine - Cured Meats - Chorizo - Hearty Dishes - Aged Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
107,1,Reserva,Wine Cellar,54,,54,0,,,,,,,,Pago calzadilla,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Reserva.jpg,,0,Region:Ribera del Duero; Grape Type:Tempranillo; Serving Temperature:16-18 C; Ageing Process:Aged for a minimum of 36 months with at least 12 in Oak Barrels; Culinary Recommendations:Red Meats - Roasted Duck - Rich Dishes - Game - Chocolate Desserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
108,1,UP,Wine Cellar,119,,119,0,,,,,,,,Ultimate Provence,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/UP.jpg,,0,Region:Cotes de Provence AOP; Grape Type:Grenche/Syrah/Cinsault/Rolle; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Mediterranean Cuisine - Grilled Seafood - Fresh Salads - Caprese Salad - Pasta - Light Tapas,0,new,0,0,0,0,0,,,,,0,0,0,0,
109,1,EDP AOP Rosé 2023 75cl,Wine Cellar,99,,99,0,,,,,,,,Ultimate Provence,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/EDP AOP Rosé 2023 75cl.jpg,,0,Region:Cotes de Provence AOP; Grape Type:Grenche/Syrah/Cinsault/Rolle/Mourvedre; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Prawns - Lobster - Tartare - Summer Salads - Grilled Vegetables - Poultry - Fresh Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
110,1,Sabalo Organic 2022,Wine Cellar,62,,62,0,,,,,,,,Barbadillo,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Sabalo Organic 2022.jpg,,0,Region:Cadiz; Grape Type:Palomino Fino; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Grilled Fish - Boquerones - Gazpacho - Grilles Asparagus - Fresh Salads,0,new,0,0,0,0,0,,,,,0,0,0,0,
111,1,Patinegro Organic 2022,Wine Cellar,82,,82,0,,,,,,,,Barbadillo,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Patinegro Organic 2022.jpg,,0,Region:Cadiz; Grape Type:Palomino/Moscatel; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Shellfish - Paella - Manchego - Tetilla,0,new,0,0,0,0,0,,,,,0,0,0,0,
112,1,Tamarix Organic 2023,Wine Cellar,72,,72,0,,,,,,,,Barbadillo,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Tamarix Organic 2023.jpg,,0,Region:Cadiz; Grape Type:Palomino/Moscatel; Serving Temperature:8-10 C; Ageing Process:Stainless Steel; Culinary Recommendations:Grilled Vegetables - Baked Sea Bass - Salmon - Pasta with Lemon or Garlic - Green Salads - Quinoa,0,new,0,0,0,0,0,,,,,0,0,0,0,
113,1,Vinestar,Wine Cellar,89,,89,0,,,,,,,,Vinestar,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Vinestar.jpg,,0,Region:Catalonia; Grape Type:Macabeo/Xarello; Serving Temperature:6-8 C; Ageing Process:Ancestral Method Pet Nat; Culinary Recommendations:Seafood - Octopus - Vegetarian Dishes - Fresh Goat Cheese - Light Fruity Desserts,0,new,0,0,0,0,0,,,,,0,0,0,0,
114,1,L'Enclos Vi Fi De Masia Blanc,Wine Cellar,95,,95,0,,,,,,,,L Enclos de Peralba,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/L'Enclos Vi Fi De Masia Blanc.jpg,,0,"Region:Penedes, Catalonia; Grape Type:Garnacha Blanca/ Malvasia de Sitges; Serving Temperature:8-10 C; Ageing Process:Native Yeast in Stainless Steel tanks for about 6-9 months; Culinary Recommendations:Fresh Salad - White Fish - Rice Dishes - Mediterranean Cuisine",0,new,0,0,0,0,0,,,,,0,0,0,0,
115,1,L'Enclos Tres Feixes,Wine Cellar,125,,125,0,,,,,,,,L Enclos de Peralba,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/L'Enclos Tres Feixes.jpg,,0,"Region:Penedes, Catalonia; Grape Type:Garnacha Blanca; Serving Temperature:8-10 C; Ageing Process:Low intervention, fermented naturally and aged briefly; Culinary Recommendations:Grilled Vegetables - Seafood - Creamy Cheeses",0,new,0,0,0,0,0,,,,,0,0,0,0,
116,1,Munia Carácter,Wine Cellar,55,,55,0,,,,,,,,Vina Las Estrellas,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Munia Carácter.jpg,,0,Region:Toro; Grape Type:Tempranillo; Serving Temperature:16-18 C; Ageing Process:French-American Oak for 12 Months; Culinary Recommendations:Red Meats - Game - Mature Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
117,1,Carmelo Rodero Crianza,Wine Cellar,160,,160,0,,,,,,,,Bodegas Rodero,,,,,,,,750,,,200,1,0,0,both,,,,,,,,,,,In Stock,,1,,,1,/home/lijpwpfm/domains/dev.desabor.pl/public_html/img/import_images/Carmelo Rodero Crianza.jpg,,0,Region:Ribera del Duero; Grape Type:90% Tempranillo 10% Cabernet Sauvignon; Serving Temperature:16-18 C; Ageing Process:15 Months in French Oak; Culinary Recommendations:Grilled Meats - Pork Loin - Lamb Chops - Hard Cheeses,0,new,0,0,0,0,0,,,,,0,0,0,0,
